Report generated on: 07-31-2025 16:15:05
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"INTL.58-1-MNG-TBPD.A","                NGPL (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-MNG-TBPD.A","                Other liquids (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.56-1-MNG-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Montenegro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-MNE-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-MNE-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-MNE-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","--","--","--","--","--","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-MNE-TBPD.A","                NGPL (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-MNE-TBPD.A","                Other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.56-1-MNE-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Montserrat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-MSR-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-MSR-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-MSR-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-MSR-TBPD.A","                NGPL (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-MSR-TBPD.A","                Other liquids (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.56-1-MSR-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Morocco","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-MAR-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","2","2","2","2","2","2","-1.2","-0.060861756356164","0.2","-0.012583412390411","-0.7","-0.8","-0.8","1","1","1","1","1","1","0.258","0.279","0.216","0.13","","3.446","-1.05","-1.247","-1.342","-0.566","-0.48","-0.6130000000000001","-1.55","-0.781","-0.5259999999999999","0.0836","0.5586","0.16","0.025","0.1","0.07","0.05","0.025","0.025","0.025","0.025"
"INTL.55-1-MAR-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","1","1","1","1","1","1","0.5","0.4","0.4","0.3","0.3","0.3","0.2","1","1","1","1","1","1","0.258","0.279","0.216","0.13","","5.2","0.14","0.2","0.22","0.18","0.16","0.2","0.2","0.14","0.16","0.16","0.16","0.16","0.025","0.1","0.07","0.05","0.025","0.025","0.025","0.025"
"INTL.57-1-MAR-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","","","","","","3","3","2.0082191780821916","3","1.9917808219178081","1","1","1","1","1","1","1","1","1","0.258","0.279","0.216","0.13","","0.2","0.14","0.2","0.22","0.18","0.16","0.2","0.2","0.14","0.16","0.16","0.16","0.16","0.025","0.1","0.07","0.05","0.025","0.025","0.025","0.025"
"INTL.58-1-MAR-TBPD.A","                NGPL (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-MAR-TBPD.A","                Other liquids (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.56-1-MAR-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","","","","","","","","","","","","","","-1.6","-1.7","-1.5","-1.4","-0.3","-0.6","-1.4","-1.276354625","-1.365085047","-0.775620623","-1.47692659836712","-1.754","-1.19","-1.447","-1.562","-0.746","-0.64","-0.8130000000000001","-1.75","-0.921","-0.6859999999999999","-0.0764","0.3986","0","0","0","0","0","0","0","0","0"
"","Mozambique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-MOZ-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0.02","0","0","0.02","0.03","0.04","0.16","0.282","0","0","0","0","0","0","0","0"
"INTL.55-1-MOZ-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0.02","0","0","0.02","0.03","0.04","0.16","0.282","0","0","0","0","0","0","0","0"
"INTL.57-1-MOZ-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-MOZ-TBPD.A","                NGPL (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-MOZ-TBPD.A","                Other liquids (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.02","0","0","0.02","0.03","0.04","0.16","0.282","0","0","0","0","0","0","0","0"
"INTL.56-1-MOZ-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Namibia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-NAM-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-NAM-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-NAM-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","--","--","--","--","--","","--","--","--","--","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-NAM-TBPD.A","                NGPL (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-NAM-TBPD.A","                Other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.56-1-NAM-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Nauru","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-NRU-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-NRU-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-NRU-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-NRU-TBPD.A","                NGPL (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-NRU-TBPD.A","                Other liquids (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.56-1-NRU-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Nepal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-NPL-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-NPL-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-NPL-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-NPL-TBPD.A","                NGPL (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-NPL-TBPD.A","                Other liquids (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.56-1-NPL-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Netherlands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-NLD-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","31","33","53","67","82","101","123","118","109","99","108","106","86","65.18082191780822","89.41643835616438","70.5068493150685","62.68336065573771","59.75616438356165","54.989041095890414","52.29150684931507","48.511475409836066","47.4027397260274","62.93424657534246","62.5071397260274","93.95732786885246","81.5268301369863","74.5681698630137","86.27229315068493","68.70740327868853","61.085694520547946","60.35758904109589","68.00412602739726","83.55896775956285","78.51276575342466","90.7699205479452","85.84010958904109","62.12827415998907","66.79251454292019","65.57223873699711","71.46230757757377","90.7754518487925","91.85766303609454","88.15182202333614","85.4700035839395","81.88775868820416"
"INTL.55-1-NLD-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","31","33","45","62","70","87","104","98","88","77","84","84","67","65.18082191780822","89.41643835616438","70.5068493150685","62.68336065573771","59.75616438356165","54.989041095890414","52.29150684931507","48.511475409836066","47.4027397260274","62.93424657534246","62.5071397260274","58.97332786885246","46.880830136986305","42.332169863013696","68.31429315068493","52.49180327868852","46.25479452054795","44.69158904109589","51.45572602739726","67.40026775956284","63.70646575342466","75.2805205479452","69.8451095890411","52.846774159989074","57.41801454292019","54.3387387369971","56.250507577573764","76.3957518487925","76.05029011764381","72.64364055793422","69.57730910488053","66.89725911143094"
"INTL.57-1-NLD-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","","","","","58","72","90","84","76","65.98630136986301","68.71506849315068","62.75068493150685","55.243169398907106","51.86027397260274","69.23013698630137","52.88767123287671","42.81450819672131","40.345205479452055","33.29041095890411","30.773972602739725","27.87431693989071","27.01095890410959","43.63835616438356","44.75633698630137","40.79513661202186","28.967076712328765","26.224701369863013","40.18904383561644","33.50819672131148","25.484931506849314","20","22.254794520547946","20.833333333333332","21.986301369863014","29.46849315068493","27.304109589041097","18.08743169398907","13.94071865268731","13.522497093106692","18.157918070724453","32.72544857010398","32.72331751490409","29.45098576341368","26.50588718707231","23.856852007605802"
"INTL.58-1-NLD-TBPD.A","                NGPL (Mb/d)","","","","","","","","","","","","","","","","","9.243835616438357","9.986301369863014","10.243835616438357","10.748633879781421","13.32054794520548","20.186301369863013","17.61917808219178","19.868852459016395","19.410958904109588","21.698630136986303","21.51753424657534","20.637158469945355","20.39178082191781","19.295890410958904","17.750802739726026","17.978191256830602","17.813753424657534","15.457468493150685","11.663076712328767","9.98360655737705","8.904109589041095","9.30958904109589","9.084931506849315","8.163934426229508","8.556164383561644","8.326027397260274","9","6","5.531487671232877","4.641041095890411","3.009931506849315","2.5873032786885246","2.243972602739726","2.109654794520548","1.9884219178082192","1.9574071038251366"
"INTL.59-1-NLD-TBPD.A","                Other liquids (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.1","0.65","16.462172602739727","9","11.865753424657534","15.382","20.116","38.403","33.164","37.486","33.541","28.759342466","37.945808219","36.175200548","35.082658","41.083","41.083","41.083","41.083","41.083"
"INTL.56-1-NLD-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","","","","","","","","","","","","","","23.622","29","31","32","31","29","32","33.60552186","35.28238904","33.23027945","35.999904109589","34.984","34.646","32.236","17.958","16.2156","14.8309","15.666","16.5484","16.1587","14.8063","15.4894","15.995","9.2815","9.3745","11.2335","15.2118","14.3797","15.807372918450717","15.50818146540191","15.892694479058976","14.990499576773225"
"","Netherlands Antilles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-NLDA-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","4","4","4","4","4","4","-0.0483607397260268","0.7","0.4","-0.2","-0.5","-1.2","-1.7","","","","","","","","","","","","-0.029","-0.585","-0.738","0.531","0.634","-0.356","1.4944","0.8574","0.7974","-0.171","0.5589","0.7188","0.6970999999999999","0.7261000000000001","0.7347","0.7451","0.7044","0.7703699048457021","0.7596794806762196","0.777562806482","0.7391740392213115"
"INTL.55-1-NLDA-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-NLDA-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-NLDA-TBPD.A","                NGPL (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-NLDA-TBPD.A","                Other liquids (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.56-1-NLDA-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","","","","","","","","","","","","","","-1.5","-1.5","-1.4","-1.4","-1.5","-1.5","","-0.757365723","-2.169161113","-1.007183427","-0.263680106350685","-0.029","-0.585","-0.738","0.531","0.634","-0.356","1.4944","0.8574","0.7974","-0.171","0.5589","0.7188","0.6970999999999999","0.7261000000000001","0.7347","0.7451","0.7044","0.7703699048457021","0.7596794806762196","0.777562806482","0.7391740392213115"
"","New Caledonia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-NCL-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-NCL-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-NCL-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-NCL-TBPD.A","                NGPL (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-NCL-TBPD.A","                Other liquids (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.56-1-NCL-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","New Zealand","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-NZL-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","9","12","17","18","20","24","43","44","53","57","59","58","58","72.56438356164384","71.88493150684931","47.18356164383562","53.005464480874316","66.76164383561644","54.40547945205479","50.397260273972606","44.57377049180328","41.16164383561644","38.48219178082192","29.575391780821917","29.358825136612023","27.045386301369863","26.329652054794522","48.032534246575345","65.15497267759562","60.60117534246575","64.4901301369863","57.4224","52.438228961748635","47.32039315068493","51.166968493150684","53.89129726027397","45.64677267759563","26.848009589041094","25.822580821917807","22.25721917808219","19.57055737704918","19.737543995149238","18.12561037457768","19.662703620252877","18.674798375090162"
"INTL.55-1-NZL-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","8","11","16","17","19","23","41","42","50","54","56","56","55","72.56438356164384","71.88493150684931","47.18356164383562","53.005464480874316","66.76164383561644","54.40547945205479","50.397260273972606","44.57377049180328","41.16164383561644","38.48219178082192","29.575391780821917","26.436825136612022","24.249386301369864","23.61365205479452","45.50753424657534","62.74847267759563","58.64317534246575","59.8378301369863","52.0426","46.983428961748636","41.70869315068493","46.60766849315068","48.392197260273974","40.60147267759563","19.792709589041095","16.98178082191781","15.262619178082192","12.95855737704918","12.506191780821919","10.994717808219178","12.363945205479451","11.65885519125683"
"INTL.57-1-NZL-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","","","","","18","27.515068493150686","28.76164383561644","28.164383561643834","33.75136612021858","38.0958904109589","39.52876712328767","41.35342465753425","38.177595628415304","40.465753424657535","39.632876712328766","32.68493150684932","43.17213114754098","57.679452054794524","45.728767123287675","41.64383561643836","35.904371584699454","33.16438356164384","30.632876712328766","23.38633698630137","20.234901639344262","18.506942465753426","18.131679452054794","41.67124931506849","60.00003005464481","55.95627123287671","54.83836438356165","46.9097397260274","41.11482786885246","35.43851780821918","39.36437260273973","41.02770136986302","34.63315300546448","13.405791780821918","11.043657534246575","9.677153424657535","7.324248633879781","7.337298630136987","5.665575342465753","7.355295890410959","6.82381693989071"
"INTL.58-1-NZL-TBPD.A","                NGPL (Mb/d)","","","","","","","","","","","","2","3.084931506849315","3.421917808219178","4","3.9972677595628414","3.6684931506849314","3.9972602739726026","4.758904109589041","5.090163934426229","5.8493150684931505","5.923287671232877","6.260273972602739","6.918032786885246","8.082191780821917","7.512328767123288","7.7534246575342465","8.002732240437158","7.997260273972603","7.8493150684931505","6.189054794520548","6.201923497267759","5.742443835616438","5.481972602739726","3.8162849315068494","2.6884426229508196","2.566904109589041","4.909465753424658","4.999860273972603","5.625601092896175","5.997175342465753","6.923295890410959","7.279495890410959","5.888319672131147","6.346917808219178","5.898123287671233","5.545465753424658","5.594308743169399","5.128893150684932","5.289142465753424","4.968649315068493","4.79503825136612"
"INTL.59-1-NZL-TBPD.A","                Other liquids (Mb/d)","","","","","","","","","","","","","0.5863013698630137","14","11.736986301369862","14.825136612021858","14.484931506849316","14.6","11.254794520547945","14.669398907103826","26.24931506849315","26.328767123287673","8.238356164383562","2.9153005464480874","1","1.1643835616438356","1","0.6666666666666666","","","","0","0","0","0.02","0.06","0.12","0.09","0.133","0.243","0.273","0.32","0.085","0.08","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04"
"INTL.56-1-NZL-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","","","","","","","","","","","","","","2.885","2.6","2.6","2.3","2.5","2.6","2.3","2.67981694","2.777493151","2.751610959","2.82341643835616","2.922","2.796","2.716","2.525","2.4065","1.958","4.652299999999999","5.3798","5.454800000000001","5.6117","4.5593","5.499099999999999","5.0453","7.0553","8.8408","6.9946","6.612","7.23135221432732","7.1308925663585","7.298758414773425","7.0159431838333335"
"","Nicaragua","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-NIC-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","-0.2","-0.2","-0.2","-0.2","-0.2","-0.1","-0.1","","","","","","","","","","","","-0.436","-0.367","-0.412","-0.377","0.587","0.663","-0.161","-0.05","0.038","0.012","0.016","-0.196","-0.018","-0.198","-0.001","-0.003","0.008","-0.00998355426342906","-0.0070676604882726","-0.011942157604575343","-0.005359988489746006"
"INTL.55-1-NIC-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0.9","1","0.138","0.2","0.2","0.2","0.2","0","0.172","0","0.2","0.2","0.2","0.2","0.2","0.2","0.20077184275615564"
"INTL.57-1-NIC-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-NIC-TBPD.A","                NGPL (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-NIC-TBPD.A","                Other liquids (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0.9","1","0.138","0.2","0.2","0.2","0.2","0","0.172","0","0.2","0.2","0.2","0.2","0.2","0.2","0.20077184275615564"
"INTL.56-1-NIC-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","","","","","","","","","","","","","","-0.082","","","","-0.1","-0.5","-0.4","-0.38637608","-0.490559992","-0.394004287","-0.379577602854794","-0.436","-0.367","-0.412","-0.377","-0.313","-0.337","-0.299","-0.25","-0.162","-0.188","-0.184","-0.196","-0.19","-0.198","-0.201","-0.203","-0.192","-0.20998355426342907","-0.2070676604882726","-0.21194215760457535","-0.20613183124590165"
"","Niger","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-NER-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","6.747508767123287","20.3562","20.4775","20.4552","14.3854","13.3738","16.3893","15.3939","15.3995","14.3776","14.412987017704927","13.407233066403538","13.416819604156794","30.977096263103824"
